"company_url","company_name","officer_position_es","officer_position_en","officer_name","inc_date","dissolved_date","updated_date","company_type","mf_link"
"https://opencorporates.com/companies/pa/100099","WISCOL OVERSEAS, S.A.","suscriptor","Shareholder","ALFREDO FONSECA ZAMORA","1982-11-09","1990-12-27","2016-03-17 08:19:19","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100099","WISCOL OVERSEAS, S.A.","suscriptor","Shareholder","RAMON ENRIQUE FONSECA MORA","1982-11-09","1990-12-27","2016-03-17 08:19:19","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100099","WISCOL OVERSEAS, S.A.","representante","Representative","EL PRESIDENTE","1982-11-09","1990-12-27","2016-03-17 08:19:19","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100106","MARINE WORLD CARRIERS S. A.","agent","Legal agent","MOSSACK FONSECA & CO","1982-11-09","2011-07-20","2016-03-17 08:19:18","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100106","MARINE WORLD CARRIERS S. A.","presidente","President/Chairman","GEORGE ROBINSON MACHAN","1982-11-09","2011-07-20","2016-03-17 08:19:18","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100106","MARINE WORLD CARRIERS S. A.","tesorero","Treasurer","PAUL ANDREW BAUDET","1982-11-09","2011-07-20","2016-03-17 08:19:18","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100106","MARINE WORLD CARRIERS S. A.","secretario","Secretary","VERITE SECRETARIES LIMITED","1982-11-09","2011-07-20","2016-03-17 08:19:18","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100106","MARINE WORLD CARRIERS S. A.","director","Director","PAUL ANDREW BAUDET","1982-11-09","2011-07-20","2016-03-17 08:19:18","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100106","MARINE WORLD CARRIERS S. A.","director","Director","GEORGE ROBINSON MACHAN","1982-11-09","2011-07-20","2016-03-17 08:19:18","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100106","MARINE WORLD CARRIERS S. A.","director","Director","VERITE SECRETARIES LIMITED","1982-11-09","2011-07-20","2016-03-17 08:19:18","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100106","MARINE WORLD CARRIERS S. A.","suscriptor","Shareholder","BRETT ROYSTON PATTON","1982-11-09","2011-07-20","2016-03-17 08:19:18","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100106","MARINE WORLD CARRIERS S. A.","suscriptor","Shareholder","EBRAHIM ASVAT","1982-11-09","2011-07-20","2016-03-17 08:19:18","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100106","MARINE WORLD CARRIERS S. A.","representante","Representative","EL PRESIDENTE, EN SU AUSENCIA EL SECRETARIO","1982-11-09","2011-07-20","2016-03-17 08:19:18","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100154","WEBB HOLDINGS LTD., INC.","agent","Legal agent","RAMON FONSECA MORA","1982-11-12","0000-00-00","2016-03-17 08:19:11","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100154","WEBB HOLDINGS LTD., INC.","presidente","President/Chairman","SUZANNE WOLFE","1982-11-12","0000-00-00","2016-03-17 08:19:11","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100154","WEBB HOLDINGS LTD., INC.","tesorero","Treasurer","FRANCIS PEREZ","1982-11-12","0000-00-00","2016-03-17 08:19:11","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100154","WEBB HOLDINGS LTD., INC.","secretario","Secretary","LETICIA MONTOYA MORAN","1982-11-12","0000-00-00","2016-03-17 08:19:11","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100154","WEBB HOLDINGS LTD., INC.","director","Director","JUAN MASHBURN","1982-11-12","0000-00-00","2016-03-17 08:19:11","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100154","WEBB HOLDINGS LTD., INC.","director","Director","FRANCIS PEREZ","1982-11-12","0000-00-00","2016-03-17 08:19:11","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100154","WEBB HOLDINGS LTD., INC.","director","Director","MONIQUE PICOD","1982-11-12","0000-00-00","2016-03-17 08:19:11","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100154","WEBB HOLDINGS LTD., INC.","vicepresidente","Vice-President","JUAN MASHBURN","1982-11-12","0000-00-00","2016-03-17 08:19:11","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100154","WEBB HOLDINGS LTD., INC.","suscriptor","Shareholder","ALFREDO FONSECA ZAMORA","1982-11-12","0000-00-00","2016-03-17 08:19:11","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100154","WEBB HOLDINGS LTD., INC.","suscriptor","Shareholder","RAMON ENRIQUE FONSECA MORA","1982-11-12","0000-00-00","2016-03-17 08:19:11","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100154","WEBB HOLDINGS LTD., INC.","representante","Representative","EL PRESIDENTE","1982-11-12","0000-00-00","2016-03-17 08:19:11","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100169","UROP CONSOLIDATED INC.","agent","Legal agent","JURGEN MOSSACK","1982-11-12","0000-00-00","2016-03-17 08:19:10","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100169","UROP CONSOLIDATED INC.","presidente","President/Chairman","FRANCIS PEREZ","1982-11-12","0000-00-00","2016-03-17 08:19:10","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100169","UROP CONSOLIDATED INC.","secretario","Secretary","LETICIA MONTOYA","1982-11-12","0000-00-00","2016-03-17 08:19:10","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100169","UROP CONSOLIDATED INC.","director","Director","FRANCIS PEREZ","1982-11-12","0000-00-00","2016-03-17 08:19:10","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100169","UROP CONSOLIDATED INC.","director","Director","LETICIA MONTOYA","1982-11-12","0000-00-00","2016-03-17 08:19:10","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100169","UROP CONSOLIDATED INC.","director","Director","MARTA EDGHILL","1982-11-12","0000-00-00","2016-03-17 08:19:10","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100169","UROP CONSOLIDATED INC.","director","Director","KATIA SOLANO","1982-11-12","0000-00-00","2016-03-17 08:19:10","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100169","UROP CONSOLIDATED INC.","suscriptor","Shareholder","JURGEN MOSSACK","1982-11-12","0000-00-00","2016-03-17 08:19:10","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100169","UROP CONSOLIDATED INC.","suscriptor","Shareholder","ANA MARIA ESCOBAR","1982-11-12","0000-00-00","2016-03-17 08:19:10","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100169","UROP CONSOLIDATED INC.","subsecretario","Undersecretary","MARTA EDGHILL","1982-11-12","0000-00-00","2016-03-17 08:19:10","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100169","UROP CONSOLIDATED INC.","subsecretario","Undersecretary","KATIA SOLANO","1982-11-12","0000-00-00","2016-03-17 08:19:10","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100169","UROP CONSOLIDATED INC.","director / vicepresidente","Director/Vice-president","IMOGENE WILSON","1982-11-12","0000-00-00","2016-03-17 08:19:10","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100169","UROP CONSOLIDATED INC.","tesorero","Treasurer","IMOGENE WILSON","1982-11-12","0000-00-00","2016-03-17 08:19:10","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100169","UROP CONSOLIDATED INC.","representante","Representative","EL PRESIDENTE PUDIENDO TAMBIEN EJERCER ESE CARGO EL TESORERO O EL SECRE- TARIO EN LAS AUSENCIAS DEL PRESIDENTE O CUALQUIER PERSONA QUE LA JUNTA DIRECTIVA DESIGNE CON ESE OBJETO","1982-11-12","0000-00-00","2016-03-17 08:19:10","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100190","DOVELLE CONSULTANTS S.A","agent","Legal agent","JURGEN MOSSACK","1982-11-12","0000-00-00","2016-03-17 08:19:07","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100190","DOVELLE CONSULTANTS S.A","presidente","President/Chairman","ROBERT JOHN WHILLIS","1982-11-12","0000-00-00","2016-03-17 08:19:07","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100190","DOVELLE CONSULTANTS S.A","tesorero","Treasurer","PETER AP GWYN STRADLING","1982-11-12","0000-00-00","2016-03-17 08:19:07","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100190","DOVELLE CONSULTANTS S.A","secretario","Secretary","JOHN GLYN EVANS","1982-11-12","0000-00-00","2016-03-17 08:19:07","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100190","DOVELLE CONSULTANTS S.A","director","Director","ROBERT JOHN WHILLIS","1982-11-12","0000-00-00","2016-03-17 08:19:07","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100190","DOVELLE CONSULTANTS S.A","director","Director","PETER AP GWYN STRADLING","1982-11-12","0000-00-00","2016-03-17 08:19:07","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100190","DOVELLE CONSULTANTS S.A","director","Director","ANTHONY JOHN WHITEHOUSE","1982-11-12","0000-00-00","2016-03-17 08:19:07","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100190","DOVELLE CONSULTANTS S.A","suscriptor","Shareholder","JURGEN MOSSACK","1982-11-12","0000-00-00","2016-03-17 08:19:07","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100190","DOVELLE CONSULTANTS S.A","suscriptor","Shareholder","DIVA ARGELIS PATINO DE DONADO","1982-11-12","0000-00-00","2016-03-17 08:19:07","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100190","DOVELLE CONSULTANTS S.A","representante","Representative","EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO","1982-11-12","0000-00-00","2016-03-17 08:19:07","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100199","MANICA FREIGHT SERVICES LTD., S.A.","agent","Legal agent","RAMON FONSECA MORA","1982-11-12","0000-00-00","2016-03-17 08:19:05","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100199","MANICA FREIGHT SERVICES LTD., S.A.","presidente","President/Chairman","RAMON ENRIQUE FONSECA MORA","1982-11-12","0000-00-00","2016-03-17 08:19:05","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100199","MANICA FREIGHT SERVICES LTD., S.A.","tesorero","Treasurer","ALFREDO FONSECA ZAMORA","1982-11-12","0000-00-00","2016-03-17 08:19:05","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100199","MANICA FREIGHT SERVICES LTD., S.A.","secretario","Secretary","LETICIA MONTOYA MORAN","1982-11-12","0000-00-00","2016-03-17 08:19:05","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100199","MANICA FREIGHT SERVICES LTD., S.A.","director","Director","RAMON ENRIQUE FONSECA MORA","1982-11-12","0000-00-00","2016-03-17 08:19:05","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100199","MANICA FREIGHT SERVICES LTD., S.A.","director","Director","ALFREDO FONSECA ZAMORA","1982-11-12","0000-00-00","2016-03-17 08:19:05","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100199","MANICA FREIGHT SERVICES LTD., S.A.","director","Director","LETICIA MONTOYA MORAN","1982-11-12","0000-00-00","2016-03-17 08:19:05","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100199","MANICA FREIGHT SERVICES LTD., S.A.","suscriptor","Shareholder","ALFREDO FONSECA ZAMORA","1982-11-12","0000-00-00","2016-03-17 08:19:05","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100199","MANICA FREIGHT SERVICES LTD., S.A.","suscriptor","Shareholder","RAMON ENRIQUE FONSECA MORA","1982-11-12","0000-00-00","2016-03-17 08:19:05","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100199","MANICA FREIGHT SERVICES LTD., S.A.","representante","Representative","EL PRESIDENTE","1982-11-12","0000-00-00","2016-03-17 08:19:05","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100203","INTERNATIONAL MICROCOMPUTER MARKENTING CORPORATION.","agent","Legal agent","JURGEN MOSSACK","1982-11-12","0000-00-00","2016-03-17 08:19:05","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100203","INTERNATIONAL MICROCOMPUTER MARKENTING CORPORATION.","presidente","President/Chairman","SAMUEL ELIAS MARIN","1982-11-12","0000-00-00","2016-03-17 08:19:05","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100203","INTERNATIONAL MICROCOMPUTER MARKENTING CORPORATION.","tesorero","Treasurer","EMELINA CAUSADIAS","1982-11-12","0000-00-00","2016-03-17 08:19:05","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100203","INTERNATIONAL MICROCOMPUTER MARKENTING CORPORATION.","secretario","Secretary","BRUCE ROBINSON MOTTA","1982-11-12","0000-00-00","2016-03-17 08:19:05","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100203","INTERNATIONAL MICROCOMPUTER MARKENTING CORPORATION.","director","Director","SAMUEL ELIAS MARIN","1982-11-12","0000-00-00","2016-03-17 08:19:05","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100203","INTERNATIONAL MICROCOMPUTER MARKENTING CORPORATION.","director","Director","CLORINDA JAEN DE FERGUSON","1982-11-12","0000-00-00","2016-03-17 08:19:05","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100203","INTERNATIONAL MICROCOMPUTER MARKENTING CORPORATION.","director","Director","BRUCE ROBINSON MOTTA","1982-11-12","0000-00-00","2016-03-17 08:19:05","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100203","INTERNATIONAL MICROCOMPUTER MARKENTING CORPORATION.","vicepresidente","Vice-President","CLORINDA JAEN DE FERGUSON","1982-11-12","0000-00-00","2016-03-17 08:19:05","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100203","INTERNATIONAL MICROCOMPUTER MARKENTING CORPORATION.","suscriptor","Shareholder","JURGEN MOSSACK","1982-11-12","0000-00-00","2016-03-17 08:19:05","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100203","INTERNATIONAL MICROCOMPUTER MARKENTING CORPORATION.","suscriptor","Shareholder","ANA MARIA ESCOBAR","1982-11-12","0000-00-00","2016-03-17 08:19:05","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100203","INTERNATIONAL MICROCOMPUTER MARKENTING CORPORATION.","representante","Representative","EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO","1982-11-12","0000-00-00","2016-03-17 08:19:05","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100212","BAHARCO HOLDINGS INC.","agent","Legal agent","JURGEN MOSSACK","1982-11-12","0000-00-00","2016-03-17 08:19:04","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100212","BAHARCO HOLDINGS INC.","presidente","President/Chairman","SHAIKHAH ABDULRAHMAN ALBAHAR","1982-11-12","0000-00-00","2016-03-17 08:19:04","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100212","BAHARCO HOLDINGS INC.","tesorero","Treasurer","WADHA ABDULRAHMAN ALBAHAR","1982-11-12","0000-00-00","2016-03-17 08:19:04","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100212","BAHARCO HOLDINGS INC.","secretario","Secretary","MUNIRA ABDULRAHMAN ALBAHAR","1982-11-12","0000-00-00","2016-03-17 08:19:04","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100212","BAHARCO HOLDINGS INC.","suscriptor","Shareholder","JURGEN MOSSACK","1982-11-12","0000-00-00","2016-03-17 08:19:04","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100212","BAHARCO HOLDINGS INC.","suscriptor","Shareholder","DIVAZ ARGELIS PATINO DE DONADO","1982-11-12","0000-00-00","2016-03-17 08:19:04","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100212","BAHARCO HOLDINGS INC.","director","Director","SHAIKHAH ABDULRAHMAN ALBAHAR","1982-11-12","0000-00-00","2016-03-17 08:19:04","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100212","BAHARCO HOLDINGS INC.","director","Director","WADHA ABDULRAHMAN ALBAHAR","1982-11-12","0000-00-00","2016-03-17 08:19:04","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100212","BAHARCO HOLDINGS INC.","director","Director","MUNIRA ABDULRAHMAN ALBAHAR","1982-11-12","0000-00-00","2016-03-17 08:19:04","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100212","BAHARCO HOLDINGS INC.","representante","Representative","EL PRESIDENTE","1982-11-12","0000-00-00","2016-03-17 08:19:04","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100226","HAMMER SOCIETE DE ADMINISTRATION, S.A.","agent","Legal agent","RAMON FONSECA MORA","1982-11-12","0000-00-00","2016-03-17 08:19:02","SOCIEDAD ANONIMA","1"
"https://opencorporates.com/companies/pa/100226","HAMMER SOCIETE DE ADMINISTRATION, S.A.","presidente","President/Chairman","ROGER FRANCIS HUNZIKER","1982-11-12","0000-00-00","2016-03-17 08:19:02","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100226","HAMMER SOCIETE DE ADMINISTRATION, S.A.","tesorero","Treasurer","RICHARD JOHN BATTEN HILLIER","1982-11-12","0000-00-00","2016-03-17 08:19:02","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100226","HAMMER SOCIETE DE ADMINISTRATION, S.A.","secretario","Secretary","JOHN MICHAEL SMITH","1982-11-12","0000-00-00","2016-03-17 08:19:02","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100226","HAMMER SOCIETE DE ADMINISTRATION, S.A.","director","Director","ROGER FRANCIS HUNZIKER","1982-11-12","0000-00-00","2016-03-17 08:19:02","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100226","HAMMER SOCIETE DE ADMINISTRATION, S.A.","director","Director","JOHN MICHAEL SMITH","1982-11-12","0000-00-00","2016-03-17 08:19:02","SOCIEDAD ANONIMA","0"
"https://opencorporates.com/companies/pa/100226","HAMMER SOCIETE DE ADMINISTRATION, S.A.","director","Director","RICHARD JOHN BATTEN HILLIER","1982-11-12","0000-00-00","2016-03-17 08:19:02","SOCIEDAD ANONIMA","0"
